,Year,Type,Weight_group,Hd Cnt,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Avg
14,2004,Feeder Bulls: Medium and Large 2,900-950 CBO,34,,,,84.25,,78.0,,81.16,,81.0,69.0,,79.39
15,2004,Feeder Bulls: Medium and Large 2,950-1000 CBP,4,,,,,,62.0,,70.0,,67.0,71.0,,67.5
16,2004,Feeder Bulls: Medium and Large 2,1050-1100 CBR,2,,,,,,,,77.22,,,,,77.22
0,2004,Feeder Bulls: Small and Medium 2,200-250 DYA,3,,,,,,,,,,,,145.19,145.19
1,2004,Feeder Bulls: Small and Medium 2,250-300 DYB,30,,,,,,,,,138.21,136.27,143.48,136.14,139.22
2,2004,Feeder Bulls: Small and Medium 2,300-350 DYC,77,,,116.06,,,139.0,,138.82,128.59,131.04,136.28,129.39,130.91
3,2004,Feeder Bulls: Small and Medium 2,350-400 DYD,149,,,106.07,,,128.17,,128.46,122.65,119.44,121.67,118.65,120.62
4,2004,Feeder Bulls: Small and Medium 2,400-450 DYE,198,,,109.04,,,113.93,,120.53,116.31,112.11,114.71,113.66,114.02
5,2004,Feeder Bulls: Small and Medium 2,450-500 DYF,185,,,98.34,,,113.63,,113.8,108.79,107.81,109.0,105.87,107.89
0,2004,Feeder Bulls: Medium and Large 2-3,550-600 GGQ,8,,,,,,,,105.0,,,,,105.0
0,2004,Feeder Bulls: Large 3,250-300 EOP,1,,,,,,134.0,,,,,,,134.0
1,2004,Feeder Bulls: Large 3,300-350 EOQ,9,,,,112.0,116.0,120.2,,122.0,,115.0,,126.5,119.71
2,2004,Feeder Bulls: Large 3,350-400 EOR,8,,,,,110.28,115.0,115.0,,105.0,127.0,108.0,,112.51
3,2004,Feeder Bulls: Large 3,400-450 EOS,7,,,,,112.0,111.38,,,,110.0,,107.54,109.96
4,2004,Feeder Bulls: Large 3,450-500 EOT,8,,,,,,115.0,96.0,110.64,100.0,100.0,,102.0,105.58
5,2004,Feeder Bulls: Large 3,500-550 EOU,4,,,,,,94.0,,106.0,91.0,100.0,,,97.74
6,2004,Feeder Bulls: Large 3,550-600 EOV,2,,,,,,,,,,96.0,91.0,,93.55
7,2004,Feeder Bulls: Large 3,600-650 EOW,1,,,,,,,,,,,86.0,,86.0
0,2004,Feeder Bulls: Medium and Large 3,200-250 ENW,315,121.38,129.52,131.78,130.06,138.77,140.74,147.93,149.04,145.87,144.14,144.83,142.06,142.13
1,2004,Feeder Bulls: Medium and Large 3,250-300 ENX,728,112.28,122.39,126.32,126.51,130.68,135.08,138.16,143.41,140.89,137.48,140.04,136.14,134.98
2,2004,Feeder Bulls: Medium and Large 3,300-350 ENY,"1,902",108.11,116.79,118.77,118.84,122.87,126.2,128.04,132.54,127.75,129.73,130.52,127.73,125.99
3,2004,Feeder Bulls: Medium and Large 3,350-400 ENZ,"3,280",104.23,107.69,113.32,113.84,116.24,119.74,121.79,122.99,119.96,119.33,120.2,119.46,118.89
4,2004,Feeder Bulls: Medium and Large 3,400-450 EOA,"3,708",97.7,104.87,106.62,107.07,110.47,113.62,115.6,115.99,112.84,113.36,113.44,113.4,112.73
5,2004,Feeder Bulls: Medium and Large 3,450-500 EOB,"3,387",88.73,95.1,99.99,99.93,104.55,108.04,110.45,109.96,106.32,105.49,104.51,104.83,106.02
6,2004,Feeder Bulls: Medium and Large 3,500-550 EOC,"2,430",87.53,91.93,94.74,95.5,99.91,103.5,105.78,105.34,101.45,99.63,99.17,99.95,101.04
7,2004,Feeder Bulls: Medium and Large 3,550-600 EOD,"1,544",80.0,87.35,88.43,90.71,95.99,99.03,102.48,102.36,98.11,96.26,95.44,93.91,97.19
8,2004,Feeder Bulls: Medium and Large 3,600-650 EOE,783,,84.21,84.01,86.05,92.02,95.09,97.08,98.28,94.65,92.38,91.72,91.03,92.68
9,2004,Feeder Bulls: Medium and Large 3,650-700 EOF,399,70.0,77.0,80.98,80.77,86.54,90.68,95.09,94.0,90.85,88.63,87.68,86.57,88.93
10,2004,Feeder Bulls: Medium and Large 3,700-750 EOG,134,,77.24,74.72,77.67,83.1,86.52,92.12,92.93,85.45,84.93,78.34,81.52,82.63
11,2004,Feeder Bulls: Medium and Large 3,750-800 EOH,67,,,73.95,76.88,80.15,81.01,83.2,87.31,,82.28,79.09,71.27,79.63
12,2004,Feeder Bulls: Medium and Large 3,800-850 EOI,7,,,,,,77.52,,89.0,,75.0,76.0,,78.57
13,2004,Feeder Bulls: Medium and Large 3,850-900 EOJ,4,,,,,,74.0,74.01,,,,,,74.0
14,2004,Feeder Bulls: Medium and Large 3,900-950 EOK,5,,,,,69.75,,,,,,61.5,69.0,66.31
15,2004,Feeder Bulls: Medium and Large 3,950-1000 EOL,2,,,,,,,99.0,,,,,,99.0
0,2004,Feeder Bulls: Small and Medium 3,200-250 EMQ,18,,,,128.6,,136.5,140.0,,,,140.0,129.66,132.13
1,2004,Feeder Bulls: Small and Medium 3,250-300 EMR,62,,,120.0,122.05,127.18,126.78,128.21,134.95,131.31,139.46,129.65,127.69,126.94
2,2004,Feeder Bulls: Small and Medium 3,300-350 EMS,124,,,130.0,114.52,118.06,122.42,123.72,121.29,119.47,120.97,120.37,121.84,119.57
3,2004,Feeder Bulls: Small and Medium 3,350-400 EMT,226,,,,109.74,112.95,115.49,117.78,118.67,118.54,112.76,113.83,110.23,113.73
4,2004,Feeder Bulls: Small and Medium 3,400-450 EMU,212,,,,103.55,105.42,110.66,111.18,113.34,108.59,106.95,104.38,107.61,108.46
5,2004,Feeder Bulls: Small and Medium 3,450-500 EMV,180,,,,97.76,100.89,103.9,107.26,108.51,104.19,101.64,107.44,101.52,103.48
6,2004,Feeder Bulls: Small and Medium 3,500-550 EMW,107,,,,93.66,94.84,99.75,103.91,105.97,99.83,96.84,95.46,95.66,98.08
7,2004,Feeder Bulls: Small and Medium 3,550-600 EMX,44,,,,88.4,92.26,93.84,94.52,98.99,96.66,93.34,91.47,90.5,93.39
8,2004,Feeder Bulls: Small and Medium 3,600-650 EMY,11,,,,87.0,87.0,,92.0,95.0,91.37,,87.44,87.0,89.83
9,2004,Feeder Bulls: Small and Medium 3,650-700 EMZ,12,,,,,,86.0,85.0,,88.48,86.0,85.0,85.32,86.41
10,2004,Feeder Bulls: Small and Medium 3,700-750 ENA,2,,,,,,83.0,,,,84.0,,,83.5
11,2004,Feeder Bulls: Small and Medium 3,750-800 ENB,1,,,,,,,,,,,,80.0,80.0
0,2004,Feeder Bulls: Small 3,400-450 EMI,3,,,,91.33,,,,,,,,,91.33
1,2004,Feeder Bulls: Small 3,550-600 EML,3,,,,85.0,,,,,,,,,85.0
0,2004,Feeder Heifers: Large 1,200-250 DLA,1,,,,,,,,146.0,,,,,146.0
1,2004,Feeder Heifers: Large 1,250-300 DLB,1,,,,,,140.0,,,,,,,140.0
2,2004,Feeder Heifers: Large 1,300-350 DLC,2,,,,,,126.0,113.0,,,,,,119.5
3,2004,Feeder Heifers: Large 1,350-400 DLD,1,,,,,,,,,,111.0,,,111.0
4,2004,Feeder Heifers: Large 1,400-450 DLE,3,,,,,109.0,,112.0,,,108.0,,,109.63
5,2004,Feeder Heifers: Large 1,450-500 DLF,8,,,,94.5,98.0,103.29,,110.01,,,,,102.5
6,2004,Feeder Heifers: Large 1,500-550 DLG,13,,,,,102.0,104.25,108.0,110.0,99.5,,,,104.28
7,2004,Feeder Heifers: Large 1,550-600 DLH,17,,,,88.34,93.5,102.77,,104.31,,94.52,98.0,,97.64
8,2004,Feeder Heifers: Large 1,600-650 DLI,17,,,,86.48,,100.0,107.97,102.23,95.0,93.72,93.51,95.5,96.7
9,2004,Feeder Heifers: Large 1,650-700 DLJ,12,,,81.0,79.5,,96.0,106.0,92.32,84.0,85.0,87.63,,89.26
10,2004,Feeder Heifers: Large 1,700-750 DLK,10,,,80.26,79.23,86.0,93.0,102.0,95.25,,,81.0,,87.06
11,2004,Feeder Heifers: Large 1,750-800 DLL,8,,,76.6,,81.0,,,88.0,81.0,,78.0,,79.3
12,2004,Feeder Heifers: Large 1,800-850 DLM,2,,,,,,,,76.0,,,75.0,,75.51
13,2004,Feeder Heifers: Large 1,850-900 DLN,4,,,,,,82.0,,,82.0,75.0,,,80.25
14,2004,Feeder Heifers: Large 1,900-950 DLO,2,,,69.0,,,,,,,,,65.0,66.97
15,2004,Feeder Heifers: Large 1,950-1000 DLP,1,,,,,,,,,75.0,,,,75.0
0,2004,Feeder Heifers: Medium 1,200-250 DKA,1,,,,,,,,,,132.0,,,132.0
1,2004,Feeder Heifers: Medium 1,450-500 DKF,1,,,,,,,119.0,,,,,,119.0
0,2004,Feeder Heifers: Medium and Large 1,200-250 EUG,420,,,140.93,153.04,148.33,151.16,155.01,161.01,157.09,146.13,155.61,141.76,152.15
1,2004,Feeder Heifers: Medium and Large 1,250-300 EUH,815,,,130.13,130.67,132.63,141.19,145.02,148.39,144.35,137.77,143.26,135.09,139.82
2,2004,Feeder Heifers: Medium and Large 1,300-350 EUI,"1,718",,119.49,123.42,125.95,126.74,131.34,137.83,139.09,135.42,130.15,131.81,129.46,131.98
3,2004,Feeder Heifers: Medium and Large 1,350-400 EUJ,"1,964",,107.5,116.46,117.92,120.03,123.65,130.19,131.18,127.66,121.68,122.96,121.42,124.31
4,2004,Feeder Heifers: Medium and Large 1,400-450 EUK,"2,839",99.32,102.0,111.03,112.47,115.49,118.23,123.77,123.73,119.41,116.03,118.32,117.23,118.4
5,2004,Feeder Heifers: Medium and Large 1,450-500 EUL,"2,815",96.52,103.0,106.86,106.93,112.74,114.93,117.3,118.04,113.54,110.79,111.02,111.71,113.38
6,2004,Feeder Heifers: Medium and Large 1,500-550 EUM,"2,607",95.0,94.0,102.55,102.84,108.64,111.8,114.1,113.7,108.39,105.75,107.25,105.39,109.39
7,2004,Feeder Heifers: Medium and Large 1,550-600 EUN,"2,057",,94.0,96.46,96.46,105.21,108.7,111.12,113.42,106.85,103.01,102.74,101.14,107.05
8,2004,Feeder Heifers: Medium and Large 1,600-650 EUO,"1,222",78.0,88.5,90.13,91.66,99.45,105.58,106.99,108.25,101.51,99.76,100.54,98.61,102.4
9,2004,Feeder Heifers: Medium and Large 1,650-700 EUP,490,82.93,81.0,88.43,87.14,95.71,101.0,102.99,104.26,98.26,97.02,94.95,95.72,98.54
10,2004,Feeder Heifers: Medium and Large 1,700-750 EUQ,292,,,82.32,86.58,90.49,97.11,101.89,98.78,90.98,93.95,94.08,95.42,95.03
11,2004,Feeder Heifers: Medium and Large 1,750-800 EUR,119,,,80.77,81.88,86.94,90.5,95.91,92.79,85.6,88.99,90.81,87.26,88.53
12,2004,Feeder Heifers: Medium and Large 1,800-850 EUS,49,,,76.31,81.85,81.83,86.51,86.52,90.41,83.01,88.0,83.0,81.96,83.72
13,2004,Feeder Heifers: Medium and Large 1,850-900 EUT,30,,,70.0,77.08,,80.12,82.0,82.22,78.64,82.5,85.0,73.96,78.62
14,2004,Feeder Heifers: Medium and Large 1,900-950 EUA,16,,,,75.99,,85.5,,75.0,,,,,83.03
15,2004,Feeder Heifers: Medium and Large 1,950-1000 EUB,6,,,,73.5,,81.0,,77.01,,,,,77.2
16,2004,Feeder Heifers: Medium and Large 1,1000-1050 EUC,13,,,,64.0,80.5,,,,,,,,79.25
0,2004,Feeder Heifers: Small and Medium 1,200-250 DMA,1,,,,,,,,,,,,126.0,126.0
1,2004,Feeder Heifers: Small and Medium 1,250-300 DMB,7,,,,122.0,,135.0,143.78,,,,,124.78,131.13
2,2004,Feeder Heifers: Small and Medium 1,300-350 DMC,41,,,114.0,122.51,119.79,128.4,132.99,136.72,127.78,126.89,127.02,126.25,127.65
3,2004,Feeder Heifers: Small and Medium 1,350-400 DMD,96,,,114.19,110.92,113.9,119.21,125.31,126.09,119.75,115.79,116.49,116.54,119.36
4,2004,Feeder Heifers: Small and Medium 1,400-450 DME,152,,,102.49,108.76,110.73,115.59,119.17,120.49,114.5,113.47,115.42,110.91,115.67
5,2004,Feeder Heifers: Small and Medium 1,450-500 DMF,175,,,103.91,101.98,107.79,111.62,116.89,115.24,113.47,107.43,110.85,109.14,112.53
6,2004,Feeder Heifers: Small and Medium 1,500-550 DMG,167,,,,98.74,104.49,109.43,110.96,110.94,105.88,105.54,105.38,99.8,107.42
7,2004,Feeder Heifers: Small and Medium 1,550-600 DMH,86,,,,92.5,99.34,105.81,109.21,107.72,101.76,101.14,99.67,100.12,103.53
8,2004,Feeder Heifers: Small and Medium 1,600-650 DMI,57,,,,92.0,92.96,102.43,103.94,105.19,95.26,98.49,92.98,93.03,101.12
9,2004,Feeder Heifers: Small and Medium 1,650-700 DMJ,15,,,,,,99.14,100.0,101.48,95.51,97.0,,91.47,97.94
10,2004,Feeder Heifers: Small and Medium 1,700-750 DMK,2,,,,,,95.0,,94.0,,,,,94.51
11,2004,Feeder Heifers: Small and Medium 1,750-800 DML,1,,,,,80.0,,,,,,,,80.0
0,2004,Feeder Heifers: Medium and Large 1-2,400-450 DOE,4,,,,,,,,,,,,111.0,111.0
1,2004,Feeder Heifers: Medium and Large 1-2,450-500 DOF,31,,,,,,,,,,,,107.89,107.89
2,2004,Feeder Heifers: Medium and Large 1-2,500-550 DOG,77,,,,,,114.0,112.0,,,109.0,,106.5,109.41
3,2004,Feeder Heifers: Medium and Large 1-2,550-600 DOH,237,,,,,,,,117.75,,107.0,,,117.09
4,2004,Feeder Heifers: Medium and Large 1-2,600-650 DOI,87,,,,,,,,,104.5,106.5,,102.7,104.13
5,2004,Feeder Heifers: Medium and Large 1-2,650-700 DOJ,97,,,87.75,,,,,95.0,,,,98.27,90.59
6,2004,Feeder Heifers: Medium and Large 1-2,750-800 DOL,34,,,,,,,,93.0,,,,91.5,92.65
7,2004,Feeder Heifers: Medium and Large 1-2,850-900 DON,13,,,,,,,,73.0,,,,,73.0
0,2004,Feeder Heifers: Large 2,200-250 DRA,2,,,,,120.0,,,,142.5,,,,131.37
1,2004,Feeder Heifers: Large 2,250-300 DRB,5,,,,,118.38,130.0,,130.0,,,129.0,,125.21
2,2004,Feeder Heifers: Large 2,300-350 DRC,23,,,,103.63,113.92,121.0,,125.79,117.95,119.65,122.84,,119.53
3,2004,Feeder Heifers: Large 2,350-400 DRD,45,,,,106.34,108.52,115.27,118.0,117.25,115.8,109.4,115.63,113.27,112.1
4,2004,Feeder Heifers: Large 2,400-450 DRE,74,,,,101.91,106.83,108.78,110.48,110.59,104.96,104.94,104.63,106.16,106.41
5,2004,Feeder Heifers: Large 2,450-500 DRF,97,,,97.0,95.42,101.4,106.19,110.93,108.81,99.59,97.24,100.3,99.17,101.36
6,2004,Feeder Heifers: Large 2,500-550 DRG,68,,,87.49,92.03,99.0,101.43,105.24,105.21,98.33,94.12,96.79,95.86,98.33
7,2004,Feeder Heifers: Large 2,550-600 DRH,41,,,,85.51,,100.61,105.22,100.93,92.31,91.95,94.12,90.32,96.3
8,2004,Feeder Heifers: Large 2,600-650 DRI,29,,,,81.24,,95.56,,93.68,93.98,91.29,93.17,85.2,91.35
9,2004,Feeder Heifers: Large 2,650-700 DRJ,7,,,78.5,80.0,,85.0,,93.0,,80.0,,82.4,83.04
10,2004,Feeder Heifers: Large 2,700-750 DRK,3,,,76.5,,,,,,,76.26,,,76.34
11,2004,Feeder Heifers: Large 2,750-800 DRL,1,,,,,,,,90.0,,,,,90.0
0,2004,Feeder Heifers: Medium and Large 2,200-250 QKB,604,117.68,120.0,126.15,128.1,133.8,137.23,142.97,151.36,147.95,139.19,139.54,136.69,139.12
1,2004,Feeder Heifers: Medium and Large 2,250-300 QKC,"1,997",111.77,119.2,122.23,123.57,125.95,130.65,135.18,141.3,137.61,133.22,134.56,131.38,131.55
2,2004,Feeder Heifers: Medium and Large 2,300-350 QKD,"4,542",107.72,111.49,116.26,117.39,119.67,123.4,130.3,132.29,128.42,124.5,125.23,123.6,124.26
3,2004,Feeder Heifers: Medium and Large 2,350-400 QKE,"7,529",102.52,105.88,110.36,111.54,114.62,117.75,122.19,123.28,119.19,115.89,117.15,115.93,117.13
4,2004,Feeder Heifers: Medium and Large 2,400-450 QKF,"9,273",96.73,101.3,105.95,106.99,110.48,113.84,117.19,117.7,113.46,110.51,111.85,111.9,112.44
5,2004,Feeder Heifers: Medium and Large 2,450-500 QKG,"8,984",92.84,95.79,101.04,101.89,107.12,110.76,113.07,113.33,108.36,105.5,106.26,105.02,108.14
6,2004,Feeder Heifers: Medium and Large 2,500-550 QKH,"7,174",88.14,89.31,95.88,97.46,103.77,107.53,110.32,110.62,104.13,101.8,101.37,100.49,104.41
7,2004,Feeder Heifers: Medium and Large 2,550-600 QKI,"4,766",82.93,86.74,90.68,92.36,101.26,104.96,108.56,108.73,101.19,98.62,97.06,96.6,101.44
8,2004,Feeder Heifers: Medium and Large 2,600-650 QKJ,"2,896",81.71,82.07,86.61,87.86,95.42,100.95,104.81,106.27,98.48,96.32,93.85,93.1,97.39
9,2004,Feeder Heifers: Medium and Large 2,650-700 QKK,"1,301",76.44,80.0,81.27,84.09,92.46,97.39,100.68,100.18,96.03,93.02,89.95,90.3,93.55
10,2004,Feeder Heifers: Medium and Large 2,700-750 QKL,517,,,79.52,80.53,88.17,94.08,94.51,94.8,88.39,90.75,86.93,84.87,88.4
11,2004,Feeder Heifers: Medium and Large 2,750-800 QKM,318,67.0,,77.58,78.01,85.51,87.39,91.39,92.18,85.11,83.68,84.0,79.78,85.51
12,2004,Feeder Heifers: Medium and Large 2,800-850 QKN,77,,71.05,71.21,74.52,84.98,79.45,86.2,83.39,79.33,78.07,77.0,75.67,77.72
13,2004,Feeder Heifers: Medium and Large 2,850-900 QKO,25,,,73.0,75.0,76.24,76.13,81.27,78.5,68.0,,,75.51,76.63
14,2004,Feeder Heifers: Medium and Large 2,900-950 QKA,15,,,63.5,73.0,80.01,74.5,71.48,75.0,70.0,73.81,,,74.19
0,2004,Feeder Heifers: Small and Medium 2,200-250 CWA,11,,,,,,,,,,,135.96,134.7,135.39
1,2004,Feeder Heifers: Small and Medium 2,250-300 CWB,27,,,,,,,,134.64,123.43,126.47,128.59,126.6,128.05
2,2004,Feeder Heifers: Small and Medium 2,300-350 CWC,109,,,,,,118.0,,126.68,116.68,115.11,116.68,116.47,116.81
3,2004,Feeder Heifers: Small and Medium 2,350-400 CWD,228,,,,,,114.0,,119.14,112.87,113.08,111.93,108.77,111.66
4,2004,Feeder Heifers: Small and Medium 2,400-450 CWE,238,,,,,,112.0,,113.46,107.77,104.97,106.06,104.5,106.58
5,2004,Feeder Heifers: Small and Medium 2,450-500 CWF,194,,,95.0,,,,,110.52,103.44,100.45,100.21,98.9,101.08
6,2004,Feeder Heifers: Small and Medium 2,500-550 CWG,187,,,,,,,,107.33,100.25,99.02,93.62,99.46,98.44
7,2004,Feeder Heifers: Small and Medium 2,550-600 CWH,101,,,,,,,,103.96,96.1,97.12,95.52,93.75,95.64
8,2004,Feeder Heifers: Small and Medium 2,600-650 CWI,29,,,,,,,,99.62,90.0,93.39,92.42,93.32,94.25
9,2004,Feeder Heifers: Small and Medium 2,650-700 CWJ,7,,,,,,,,,91.23,91.63,,84.52,89.46
10,2004,Feeder Heifers: Small and Medium 2,700-750 CWK,8,,,,,,,,,88.48,,86.7,85.33,86.62
0,2004,Feeder Heifers: Small 2,400-450 CXE,1,88.0,,,,,,,,,,,,88.0
0,2004,Feeder Heifers: Medium and Large 2-3,300-350 GFS,86,,,,,,,,,,138.0,,,138.0
1,2004,Feeder Heifers: Medium and Large 2-3,350-400 GFT,10,,,,,,,,,,112.0,,,112.0
2,2004,Feeder Heifers: Medium and Large 2-3,400-450 GFU,22,,,,,,,,,,104.0,,104.48,104.26
3,2004,Feeder Heifers: Medium and Large 2-3,500-550 GFW,19,,,92.5,,,,,105.0,,,,,100.29
4,2004,Feeder Heifers: Medium and Large 2-3,550-600 GFX,72,,,,,,,,,108.5,,,,108.5
5,2004,Feeder Heifers: Medium and Large 2-3,600-650 GFY,5,,,,,,,,,,,89.5,,89.5
6,2004,Feeder Heifers: Medium and Large 2-3,650-700 GFZ,6,,,,,,,,,,,,,89.5
0,2004,Feeder Heifers: Small and Medium 2-3,500-550 DNR,1,,,,,,,,113.0,,,,,113.0
0,2004,Feeder Heifers: Large 3,250-300 EIN,1,,,,,,,,,,105.0,,,105.0
1,2004,Feeder Heifers: Large 3,300-350 EIO,7,,,,,,111.0,,,,108.0,112.99,115.02,112.53
2,2004,Feeder Heifers: Large 3,350-400 EIP,11,,,,,101.33,,114.0,112.0,,108.78,106.0,,107.3
3,2004,Feeder Heifers: Large 3,400-450 EIQ,9,,,,,,102.02,106.0,,,100.47,107.5,102.06,102.72
4,2004,Feeder Heifers: Large 3,450-500 EIR,9,,,,,,102.5,110.0,100.96,99.0,96.3,,,100.55
5,2004,Feeder Heifers: Large 3,500-550 EIS,21,,,,,94.42,,,99.0,,88.63,93.5,,93.15
6,2004,Feeder Heifers: Large 3,550-600 EIT,3,,,,,,93.04,,,85.0,,,,90.24
7,2004,Feeder Heifers: Large 3,600-650 EIU,4,,,,,,,,,,,89.0,,89.0
0,2004,Feeder Heifers: Medium and Large 3,200-250 EHU,337,104.67,118.98,122.41,120.25,126.17,132.19,132.7,139.13,139.26,132.37,128.69,129.97,129.49
1,2004,Feeder Heifers: Medium and Large 3,250-300 EHV,936,102.44,113.21,117.93,117.05,120.51,122.9,128.42,130.06,127.21,127.36,125.65,123.85,123.46
2,2004,Feeder Heifers: Medium and Large 3,300-350 EHW,"2,759",98.21,107.58,110.71,110.63,113.99,117.54,119.98,122.43,121.1,116.38,117.06,116.53,116.41
3,2004,Feeder Heifers: Medium and Large 3,350-400 EHX,"4,650",94.21,100.86,106.39,105.16,109.4,112.59,115.22,115.73,111.61,109.13,109.73,109.2,110.39
4,2004,Feeder Heifers: Medium and Large 3,400-450 EHY,"4,983",91.04,97.76,100.89,104.05,104.76,108.74,111.16,111.92,107.22,104.4,104.47,104.98,106.64
5,2004,Feeder Heifers: Medium and Large 3,450-500 EHZ,"4,270",86.98,91.33,94.82,95.85,100.55,105.42,107.35,107.39,102.29,99.29,98.81,98.97,101.25
6,2004,Feeder Heifers: Medium and Large 3,500-550 EIA,"3,233",85.0,86.58,89.44,90.9,97.3,102.39,103.74,104.37,98.63,95.73,94.26,95.29,97.32
7,2004,Feeder Heifers: Medium and Large 3,550-600 EIB,"2,095",78.0,81.85,85.54,86.65,93.01,104.2,100.61,102.22,95.94,93.38,91.16,92.02,94.52
8,2004,Feeder Heifers: Medium and Large 3,600-650 EIC,973,76.0,79.47,81.02,82.58,90.33,95.69,98.19,98.4,92.16,89.77,88.87,88.53,90.49
9,2004,Feeder Heifers: Medium and Large 3,650-700 EID,345,58.0,76.5,77.86,77.95,87.08,90.16,95.89,94.35,89.74,86.29,85.85,84.61,86.5
10,2004,Feeder Heifers: Medium and Large 3,700-750 EIE,147,60.0,,76.13,75.6,83.45,84.7,94.91,92.07,87.2,84.02,80.32,79.98,82.63
11,2004,Feeder Heifers: Medium and Large 3,750-800 EIF,70,,,73.68,72.08,77.86,79.36,84.98,84.57,81.99,78.16,71.77,76.38,78.79
12,2004,Feeder Heifers: Medium and Large 3,800-850 EIG,4,,,,,,68.98,,,77.0,,74.0,,72.24
13,2004,Feeder Heifers: Medium and Large 3,850-900 EIH,1,,,,,70.5,,,,,,,,70.5
0,2004,Feeder Heifers: Small and Medium 3,200-250 EGO,24,,,,113.8,119.88,125.77,,130.0,131.01,,125.17,123.79,120.62
1,2004,Feeder Heifers: Small and Medium 3,250-300 EGP,46,,,117.0,111.56,113.03,121.1,124.22,119.66,124.0,116.62,129.0,117.97,116.7
2,2004,Feeder Heifers: Small and Medium 3,300-350 EGQ,185,,,105.0,108.04,111.33,115.0,119.54,118.43,115.07,113.02,110.87,113.52,113.17
3,2004,Feeder Heifers: Small and Medium 3,350-400 EGR,288,,,,102.46,108.8,110.99,115.06,114.89,110.76,106.76,104.64,108.68,109.14
4,2004,Feeder Heifers: Small and Medium 3,400-450 EGS,258,,,89.0,95.32,103.67,107.61,108.37,109.94,105.99,105.19,103.75,103.43,104.93
5,2004,Feeder Heifers: Small and Medium 3,450-500 EGT,198,,,85.0,93.79,96.07,103.49,105.75,107.14,101.62,99.54,99.62,101.69,100.74
6,2004,Feeder Heifers: Small and Medium 3,500-550 EGU,128,,,91.0,88.01,97.98,97.75,100.98,103.46,96.79,97.04,96.97,95.77,96.18
7,2004,Feeder Heifers: Small and Medium 3,550-600 EGV,46,,,,84.37,,95.01,97.0,,94.57,93.74,92.78,94.25,92.97
8,2004,Feeder Heifers: Small and Medium 3,600-650 EGW,26,,,,76.74,,92.49,95.0,96.02,91.68,91.99,92.03,91.5,91.91
9,2004,Feeder Heifers: Small and Medium 3,650-700 EGX,17,,,,70.5,,,,89.98,88.0,87.43,85.0,88.81,87.51
10,2004,Feeder Heifers: Small and Medium 3,700-750 EGY,4,,,,,,,,,82.98,83.99,,,83.48
0,2004,Stock Cows: Small 1 Young,750-850 LGI,3,58.68,,,,,,,,,,,,58.68
1,2004,Stock Cows: Small 1 Young,850-950 LGJ,2,54.99,,,,,,,,,,,,54.99
0,2004,Stock Cows: Large 2 Middle Aged,1300-1500 LJU,1,45.0,,,,,,,,,,,,45.0
0,2004,Stock Cows: Medium and Large 2 Middle Aged,900-1100 LMT,4,48.28,,,,,,,,,,,,48.28
0,2004,Stock Cows: Medium 2 Middle Aged,900-1000 LKS,1,143.0,,,,,,,,,,,,143.0
1,2004,Stock Cows: Medium 2 Middle Aged,1000-1100 LKT,1,44.0,,,,,,,,,,,,44.0
0,2004,Stock Cows: Small 2 Middle Aged,750-850 LLT,4,49.47,,,,,,,,,,,,49.47
1,2004,Stock Cows: Small 2 Middle Aged,850-950 LLU,2,45.04,,,,,,,,,,,,45.04
0,2004,Stock Cows: Large 2-3 Aged,1100-1200 LOX,2,36.0,,,,,,,,,,,,36.0
0,2004,Stock Cows: Medium 2-3 Middle Aged,900-1000 LKW,1,38.0,,,,,,,,,,,,38.0
0,2004,Stock Cows: Medium 2-3 Aged,900-1000 LPX,5,38.01,,,,,,,,,,,,38.01
1,2004,Stock Cows: Medium 2-3 Aged,1000-1100 LPY,1,38.0,,,,,,,,,,,,38.0
0,2004,Stock Cows: Small 2-3 Aged,750-850 LQY,8,37.02,,,,,,,,,,,,37.02
1,2004,Stock Cows: Small 2-3 Aged,850-950 LQZ,4,40.39,,,,,,,,,,,,40.39
0,2004,Stock Cows: Small 3 Middle Aged,750-850 LMB,3,44.68,,,,,,,,,,,,44.68
1,2004,Stock Cows: Small 3 Middle Aged,850-950 LMC,1,43.0,,,,,,,,,,,,43.0
0,2004,Cow Calf Pairs: Small 1 Young,750-850 LVL,6,701.47,,,,,,,,,,,,701.47
1,2004,Cow Calf Pairs: Small 1 Young,850-950 LVM,1,700.0,,,,,,,,,,,,700.0
0,2004,Cow Calf Pairs: Medium 1-2 Middle Aged,1000-1100 MAS,2,695.06,,,,,,,,,,,,695.06
0,2004,Cow Calf Pairs: Medium 1-2 Aged,900-1000 MFT,1,,715.0,,,,,,,,,,,715.0
0,2004,Cow Calf Pairs: Small 1-2 Middle Aged,750-850 MBS,1,,570.0,,,,,,,,,,,570.0
1,2004,Cow Calf Pairs: Small 1-2 Middle Aged,850-950 MBT,1,,670.0,,,,,,,,,,,670.0
0,2004,Cow Calf Pairs: Small 1-2 Aged,750-850 MGU,2,,490.0,,,,,,,,,,,490.0
1,2004,Cow Calf Pairs: Small 1-2 Aged,850-950 MGV,1,,525.0,,,,,,,,,,,525.0
0,2004,Cow Calf Pairs: Large 2 Middle Aged,1200-1300 LZX,1,,940.0,,,,,,,,,,,940.0
